customer_id,company_name,document,company_size,region_id,campaign_id,seller_id,signup_date
41,NovaSaaS Cliente 00041,38966543000183,Medium,SP,4,9,2025-01-15
42,NovaSaaS Cliente 00042,11472827000152,Small,RJ,3,16,2025-08-23
43,NovaSaaS Cliente 00043,63806181000131,Medium,PR,2,19,2024-04-16
44,NovaSaaS Cliente 00044,80425388000117,Micro,GO,2,40,2024-02-02
45,NovaSaaS Cliente 00045,68505511000166,Micro,PE,2,13,2025-06-07
46,NovaSaaS Cliente 00046,80894737000128,Micro,PE,1,33,2024-01-03
47,NovaSaaS Cliente 00047,23948725000161,Medium,PR,3,12,2025-10-01
48,NovaSaaS Cliente 00048,97453267000179,Small,SP,5,7,2024-01-16
49,NovaSaaS Cliente 00049,29019995000146,Micro,BA,5,31,2025-05-18
50,NovaSaaS Cliente 00050,34010163000179,Small,SP,1,4,2024-11-26
51,NovaSaaS Cliente 00051,56109660000148,Micro,SP,2,31,2025-04-16
52,NovaSaaS Cliente 00052,10467597000166,Medium,SP,3,37,2025-03-31
53,NovaSaaS Cliente 00053,49820363000113,Small,GO,5,6,2024-11-20
54,NovaSaaS Cliente 00054,27615274000174,Small,BA,1,24,2024-12-17
55,NovaSaaS Cliente 00055,77411629000153,Small,SP,1,7,2025-01-02
56,NovaSaaS Cliente 00056,78197803000175,Medium,GO,6,19,2025-05-09
57,NovaSaaS Cliente 00057,65416135000128,Small,PE,1,19,2025-06-03
58,NovaSaaS Cliente 00058,47951665000182,Micro,SC,6,4,2024-11-24
59,NovaSaaS Cliente 00059,37921061000168,Micro,SP,3,8,2024-09-14
60,NovaSaaS Cliente 00060,84471576000157,Enterprise,RJ,3,22,2024-02-01
61,NovaSaaS Cliente 00061,55638425000126,Large,RJ,1,34,2025-07-23
62,NovaSaaS Cliente 00062,54682010000113,Medium,RS,5,11,2024-06-14
63,NovaSaaS Cliente 00063,20208959000158,Micro,SC,1,34,2024-11-13
64,NovaSaaS Cliente 00064,29654474000140,Enterprise,SP,2,8,2025-12-26
65,NovaSaaS Cliente 00065,42444035000152,Medium,RJ,1,1,2025-07-27
66,NovaSaaS Cliente 00066,72896755000149,Medium,PR,1,16,2024-09-09
67,NovaSaaS Cliente 00067,86074388000152,Small,CE,4,1,2024-12-13
68,NovaSaaS Cliente 00068,99357423000198,Micro,SP,1,2,2024-08-25
69,NovaSaaS Cliente 00069,48468888000178,Micro,BA,3,13,2025-04-02
70,NovaSaaS Cliente 00070,50788390000187,Large,DF,4,24,2024-04-21
71,NovaSaaS Cliente 00071,78945447000140,Small,BA,3,39,2025-11-27
72,NovaSaaS Cliente 00072,38910427000188,Micro,MG,4,25,2025-12-22
73,NovaSaaS Cliente 00073,58646617000171,Small,BA,1,27,2024-08-06
74,NovaSaaS Cliente 00074,70931558000124,Small,CE,5,28,2024-06-17
75,NovaSaaS Cliente 00075,31262473000190,Micro,BA,1,21,2025-01-29
76,NovaSaaS Cliente 00076,35163095000187,Large,SP,3,1,2025-04-17
77,NovaSaaS Cliente 00077,42057156000185,Medium,SP,5,14,2025-04-15
78,NovaSaaS Cliente 00078,61991634000118,Medium,SP,5,8,2024-01-31
79,NovaSaaS Cliente 00079,34337390000194,Small,SP,1,23,2025-06-03
80,NovaSaaS Cliente 00080,28735100000130,Medium,BA,2,31,2024-02-18
81,NovaSaaS Cliente 00081,23455739000164,Small,SP,5,18,2024-09-06
82,NovaSaaS Cliente 00082,82837889000193,Medium,BA,5,23,2025-06-07
83,NovaSaaS Cliente 00083,89737433000188,Micro,RS,3,26,2025-10-10
84,NovaSaaS Cliente 00084,91424974000160,Small,PR,1,1,2025-04-09
85,NovaSaaS Cliente 00085,83947029000166,Micro,SP,2,30,2024-04-26
86,NovaSaaS Cliente 00086,22356029000112,Small,RJ,6,30,2025-05-12
87,NovaSaaS Cliente 00087,18797674000140,Small,SP,1,39,2024-01-28
88,NovaSaaS Cliente 00088,54924789000166,Micro,GO,5,17,2024-06-17
89,NovaSaaS Cliente 00089,56928425000142,Micro,RJ,2,39,2024-03-31
90,NovaSaaS Cliente 00090,75954086000186,Small,SP,4,11,2025-12-20
91,NovaSaaS Cliente 00091,30059267000133,Micro,SP,1,17,2024-09-26
92,NovaSaaS Cliente 00092,93785469000196,Large,SC,1,31,2025-02-12
93,NovaSaaS Cliente 00093,37893681000155,Small,SC,2,20,2025-07-31
94,NovaSaaS Cliente 00094,62002804000166,Small,DF,5,15,2025-12-09
95,NovaSaaS Cliente 00095,87779223000119,Small,SP,4,24,2025-12-28
96,NovaSaaS Cliente 00096,57110329000129,Micro,SP,3,19,2024-04-30
97,NovaSaaS Cliente 00097,77820169000163,Enterprise,BA,6,4,2024-10-14
98,NovaSaaS Cliente 00098,77412357000190,Small,RJ,2,35,2024-10-23
99,NovaSaaS Cliente 00099,81101911000186,Medium,RJ,5,31,2025-08-05
100,NovaSaaS Cliente 00100,82994343000165,Micro,GO,1,6,2024-09-02
101,NovaSaaS Cliente 00101,45321664000139,Small,SC,1,9,2024-06-18
102,NovaSaaS Cliente 00102,42720061000164,Small,MG,2,23,2025-07-05
103,NovaSaaS Cliente 00103,82314828000142,Large,DF,6,19,2024-12-27
104,NovaSaaS Cliente 00104,62173934000146,Small,SP,4,5,2025-06-30
105,NovaSaaS Cliente 00105,64694194000182,Small,SP,1,15,2024-10-04
106,NovaSaaS Cliente 00106,47072552000145,Micro,SP,6,40,2024-12-21
107,NovaSaaS Cliente 00107,28145319000154,Small,SP,5,12,2024-01-07
108,NovaSaaS Cliente 00108,51123750000124,Small,MG,4,13,2024-01-12
109,NovaSaaS Cliente 00109,97268180000186,Small,PE,3,33,2024-01-01
110,NovaSaaS Cliente 00110,36178018000194,Micro,DF,2,37,2024-05-08
111,NovaSaaS Cliente 00111,34480741000147,Medium,BA,1,8,2024-09-11
112,NovaSaaS Cliente 00112,21770575000164,Large,GO,3,15,2024-02-06
113,NovaSaaS Cliente 00113,53306239000133,Micro,MG,1,34,2024-04-27
114,NovaSaaS Cliente 00114,35967735000193,Small,RJ,3,34,2025-09-11
115,NovaSaaS Cliente 00115,71841135000123,Micro,SP,3,17,2025-09-16
116,NovaSaaS Cliente 00116,22161212000116,Medium,PR,3,31,2024-07-30
117,NovaSaaS Cliente 00117,32258123000175,Small,RJ,5,13,2025-11-22
118,NovaSaaS Cliente 00118,15566594000132,Medium,SP,2,10,2024-03-27
119,NovaSaaS Cliente 00119,13732381000167,Medium,GO,2,38,2024-01-23
120,NovaSaaS Cliente 00120,83272911000157,Medium,SP,1,26,2024-09-15
121,NovaSaaS Cliente 00121,91529028000171,Micro,BA,2,32,2024-07-12
122,NovaSaaS Cliente 00122,78749994000137,Large,SP,1,10,2024-02-26
123,NovaSaaS Cliente 00123,87864711000166,Micro,PR,1,1,2025-09-11
124,NovaSaaS Cliente 00124,17793653000117,Micro,RS,2,1,2025-12-16
125,NovaSaaS Cliente 00125,90832084000134,Small,SP,2,28,2024-07-16
126,NovaSaaS Cliente 00126,51943584000177,Small,SP,6,13,2024-08-18
127,NovaSaaS Cliente 00127,79177943000112,Medium,SC,1,21,2025-06-09
128,NovaSaaS Cliente 00128,65418155000191,Medium,SC,1,29,2025-11-13
129,NovaSaaS Cliente 00129,41488283000158,Small,RJ,4,31,2024-07-28
130,NovaSaaS Cliente 00130,33831912000174,Enterprise,RJ,1,8,2025-05-14
131,NovaSaaS Cliente 00131,20631714000156,Small,SP,4,23,2024-01-17
132,NovaSaaS Cliente 00132,47138598000167,Small,SP,4,26,2025-02-17
133,NovaSaaS Cliente 00133,54469243000197,Micro,CE,3,23,2025-12-22
134,NovaSaaS Cliente 00134,98480357000135,Large,SP,2,31,2024-12-13
135,NovaSaaS Cliente 00135,13356142000153,Micro,MG,1,15,2025-04-13
136,NovaSaaS Cliente 00136,63113423000176,Micro,RS,6,13,2025-05-17
137,NovaSaaS Cliente 00137,57249533000162,Small,PE,5,13,2025-04-07
138,NovaSaaS Cliente 00138,12060657000177,Enterprise,SP,4,5,2025-05-16
139,NovaSaaS Cliente 00139,39676809000144,Large,SC,1,2,2025-10-10
140,NovaSaaS Cliente 00140,48063467000116,Medium,SC,2,24,2024-01-08
141,NovaSaaS Cliente 00141,54484278000143,Large,SP,4,40,2025-10-08
142,NovaSaaS Cliente 00142,31011047000131,Large,SP,1,6,2025-10-25
143,NovaSaaS Cliente 00143,13069019000189,Small,CE,6,11,2025-10-22
144,NovaSaaS Cliente 00144,36445879000187,Small,MG,6,1,2024-09-25
145,NovaSaaS Cliente 00145,85272564000150,Medium,SP,1,10,2025-03-02
146,NovaSaaS Cliente 00146,82707208000128,Medium,SC,1,6,2024-09-15
147,NovaSaaS Cliente 00147,26267569000190,Small,RJ,2,40,2025-09-06
148,NovaSaaS Cliente 00148,68167014000171,Micro,SP,2,11,2024-10-24
149,NovaSaaS Cliente 00149,93128262000111,Medium,SP,2,38,2024-08-16
150,NovaSaaS Cliente 00150,96550338000121,Micro,RJ,4,28,2025-05-15
151,NovaSaaS Cliente 00151,50367830000111,Large,SC,2,13,2024-02-06
152,NovaSaaS Cliente 00152,39319720000125,Micro,MG,1,14,2024-10-01
153,NovaSaaS Cliente 00153,33021863000182,Micro,SP,1,4,2024-05-30
154,NovaSaaS Cliente 00154,34819543000182,Medium,RS,2,37,2024-09-30
155,NovaSaaS Cliente 00155,90538288000158,Micro,BA,3,33,2024-11-24
156,NovaSaaS Cliente 00156,58471285000139,Micro,PR,6,30,2024-02-16
157,NovaSaaS Cliente 00157,70002379000181,Small,SP,1,1,2025-09-24
158,NovaSaaS Cliente 00158,87685033000127,Large,SP,5,40,2024-10-31
159,NovaSaaS Cliente 00159,71757422000122,Micro,GO,2,10,2024-09-19
160,NovaSaaS Cliente 00160,54121651000117,Small,SP,4,27,2024-04-19
161,NovaSaaS Cliente 00161,59500090000185,Medium,RJ,1,23,2025-12-28
162,NovaSaaS Cliente 00162,83531643000173,Enterprise,RS,2,1,2025-09-17
163,NovaSaaS Cliente 00163,61978005000165,Small,PE,2,16,2024-12-18
164,NovaSaaS Cliente 00164,18983955000174,Micro,GO,4,6,2024-09-01
165,NovaSaaS Cliente 00165,71335341000122,Micro,MG,1,7,2024-12-07
166,NovaSaaS Cliente 00166,66913504000144,Micro,DF,2,11,2025-12-03
167,NovaSaaS Cliente 00167,55833336000182,Micro,SP,3,1,2024-06-10
168,NovaSaaS Cliente 00168,38989016000191,Medium,PE,4,29,2025-05-15
169,NovaSaaS Cliente 00169,47515958000155,Micro,SP,1,30,2025-10-22
170,NovaSaaS Cliente 00170,12597474000120,Small,GO,1,26,2025-07-06
171,NovaSaaS Cliente 00171,35353522000197,Medium,CE,4,19,2025-09-28
172,NovaSaaS Cliente 00172,33390696000145,Small,BA,2,9,2025-11-23
173,NovaSaaS Cliente 00173,86860979000138,Micro,SC,1,25,2024-02-13
174,NovaSaaS Cliente 00174,83162768000120,Medium,SP,1,28,2024-06-23
175,NovaSaaS Cliente 00175,21985910000111,Medium,MG,3,9,2024-04-15
176,NovaSaaS Cliente 00176,21238665000163,Medium,SP,6,12,2025-02-18
177,NovaSaaS Cliente 00177,18171799000164,Micro,BA,4,35,2024-10-24
178,NovaSaaS Cliente 00178,63920303000130,Micro,SP,5,27,2024-01-30
179,NovaSaaS Cliente 00179,13345018000124,Large,SP,3,20,2025-02-11
180,NovaSaaS Cliente 00180,22879779000156,Small,SP,2,13,2024-03-14
181,NovaSaaS Cliente 00181,93788160000148,Small,PE,6,9,2024-10-24
182,NovaSaaS Cliente 00182,67037471000137,Small,MG,1,9,2024-09-24
183,NovaSaaS Cliente 00183,18258708000129,Medium,PR,5,36,2025-10-15
184,NovaSaaS Cliente 00184,53129893000186,Enterprise,SP,1,20,2025-05-13
185,NovaSaaS Cliente 00185,32369131000197,Small,RJ,3,23,2025-04-01
186,NovaSaaS Cliente 00186,67493990000141,Large,PR,6,40,2025-08-30
187,NovaSaaS Cliente 00187,66015858000172,Micro,SP,5,28,2024-05-11
188,NovaSaaS Cliente 00188,71732621000187,Small,RS,5,26,2024-07-06
189,NovaSaaS Cliente 00189,69573532000112,Medium,MG,5,10,2025-07-03
190,NovaSaaS Cliente 00190,43953547000190,Micro,DF,2,15,2025-07-01
191,NovaSaaS Cliente 00191,28638577000154,Micro,SP,2,3,2024-01-16
192,NovaSaaS Cliente 00192,55021456000159,Small,MG,3,21,2024-06-12
193,NovaSaaS Cliente 00193,88206798000158,Enterprise,GO,2,11,2024-06-15
194,NovaSaaS Cliente 00194,10045121000131,Small,CE,2,18,2024-01-05
195,NovaSaaS Cliente 00195,66792036000179,Large,PR,1,17,2025-04-28
196,NovaSaaS Cliente 00196,68203290000175,Medium,SP,5,2,2024-02-09
197,NovaSaaS Cliente 00197,31668223000118,Small,MG,4,21,2025-09-07
198,NovaSaaS Cliente 00198,95362842000160,Medium,SC,1,27,2025-03-04
199,NovaSaaS Cliente 00199,76461757000195,Micro,SP,4,33,2025-07-10
200,NovaSaaS Cliente 00200,26428424000187,Micro,SP,4,9,2024-12-29
201,NovaSaaS Cliente 00201,42966816000165,Medium,PR,5,16,2025-12-10
202,NovaSaaS Cliente 00202,44800321000127,Medium,SP,2,22,2024-07-16
203,NovaSaaS Cliente 00203,89149788000140,Micro,CE,3,34,2025-02-11
204,NovaSaaS Cliente 00204,12230917000123,Small,SP,1,3,2024-01-05
205,NovaSaaS Cliente 00205,96534362000183,Small,DF,5,20,2025-08-31
206,NovaSaaS Cliente 00206,69811880000179,Large,PR,5,32,2025-02-19
207,NovaSaaS Cliente 00207,68378424000191,Small,DF,1,2,2024-05-08
208,NovaSaaS Cliente 00208,18969381000115,Small,BA,2,1,2025-08-20
209,NovaSaaS Cliente 00209,72537902000195,Small,SP,1,4,2025-12-24
210,NovaSaaS Cliente 00210,62319917000196,Small,SP,2,13,2024-02-20
211,NovaSaaS Cliente 00211,46082621000170,Medium,SP,1,5,2025-09-10
212,NovaSaaS Cliente 00212,55817195000188,Large,BA,5,16,2025-06-22
213,NovaSaaS Cliente 00213,68251731000149,Small,SP,2,12,2024-09-16
214,NovaSaaS Cliente 00214,32020807000137,Micro,BA,3,31,2025-04-08
215,NovaSaaS Cliente 00215,16730113000123,Micro,CE,4,16,2025-07-28
216,NovaSaaS Cliente 00216,55799534000112,Medium,MG,4,39,2024-12-16
217,NovaSaaS Cliente 00217,52418995000113,Medium,RS,2,7,2025-05-02
218,NovaSaaS Cliente 00218,24578896000171,Micro,GO,5,8,2024-02-05
219,NovaSaaS Cliente 00219,12595563000139,Micro,BA,4,33,2025-11-07
220,NovaSaaS Cliente 00220,27136094000114,Small,SP,1,6,2025-11-06
221,NovaSaaS Cliente 00221,28738047000119,Micro,SP,1,16,2024-06-02
222,NovaSaaS Cliente 00222,17250369000169,Medium,PR,4,25,2024-12-15
223,NovaSaaS Cliente 00223,21244306000193,Small,SP,1,36,2024-06-23
224,NovaSaaS Cliente 00224,53795938000146,Micro,PR,1,9,2024-10-19
225,NovaSaaS Cliente 00225,88820708000179,Large,DF,2,12,2024-07-20
226,NovaSaaS Cliente 00226,47841258000196,Micro,MG,6,1,2025-09-21
227,NovaSaaS Cliente 00227,57761241000173,Small,SP,4,17,2025-05-22
228,NovaSaaS Cliente 00228,97267717000174,Micro,SP,5,10,2025-09-10
229,NovaSaaS Cliente 00229,63182303000164,Micro,GO,1,12,2025-08-02
230,NovaSaaS Cliente 00230,68867207000197,Micro,SP,5,10,2025-06-15
231,NovaSaaS Cliente 00231,36982542000111,Micro,SP,2,40,2024-05-01
232,NovaSaaS Cliente 00232,80468959000153,Micro,PR,6,23,2025-08-29
233,NovaSaaS Cliente 00233,47357025000193,Micro,MG,3,21,2025-07-26
234,NovaSaaS Cliente 00234,23987767000113,Small,MG,3,19,2024-03-31
235,NovaSaaS Cliente 00235,76543512000192,Medium,SC,5,24,2024-03-05
236,NovaSaaS Cliente 00236,84646171000187,Small,SC,6,14,2025-07-10
237,NovaSaaS Cliente 00237,87723919000171,Small,SP,1,7,2024-10-12
238,NovaSaaS Cliente 00238,92969063000140,Small,MG,1,12,2024-08-27
239,NovaSaaS Cliente 00239,77042042000118,Large,BA,3,13,2024-10-16
240,NovaSaaS Cliente 00240,57485669000135,Large,MG,1,11,2025-09-26
241,NovaSaaS Cliente 00241,94482587000148,Micro,DF,2,6,2024-09-22
242,NovaSaaS Cliente 00242,28860910000160,Micro,SP,1,35,2024-09-27
243,NovaSaaS Cliente 00243,16957878000121,Micro,PR,3,18,2024-10-18
244,NovaSaaS Cliente 00244,48846314000166,Micro,RS,3,19,2024-02-09
245,NovaSaaS Cliente 00245,62399672000114,Small,PR,1,36,2024-01-28
246,NovaSaaS Cliente 00246,71199043000115,Small,SP,3,35,2024-10-29
247,NovaSaaS Cliente 00247,83387976000113,Micro,PR,2,10,2024-01-13
248,NovaSaaS Cliente 00248,12408098000156,Small,DF,6,40,2025-07-07
249,NovaSaaS Cliente 00249,82184169000178,Small,MG,1,17,2024-11-06
250,NovaSaaS Cliente 00250,64011580000125,Micro,SP,5,20,2025-01-01
251,NovaSaaS Cliente 00251,95765292000111,Medium,SP,6,38,2024-09-02
252,NovaSaaS Cliente 00252,41310767000177,Micro,MG,3,38,2025-07-12
253,NovaSaaS Cliente 00253,65528060000180,Large,SP,4,38,2024-11-08
254,NovaSaaS Cliente 00254,78989355000193,Micro,PE,1,7,2024-01-26
255,NovaSaaS Cliente 00255,56475587000183,Large,DF,2,4,2024-12-22
256,NovaSaaS Cliente 00256,24031681000125,Large,GO,1,13,2024-05-09
257,NovaSaaS Cliente 00257,14481979000128,Enterprise,RJ,3,12,2025-03-10
258,NovaSaaS Cliente 00258,20026059000183,Medium,MG,6,27,2025-02-15
259,NovaSaaS Cliente 00259,54541411000149,Medium,RJ,1,7,2024-12-12
260,NovaSaaS Cliente 00260,67564788000142,Medium,SP,3,10,2024-10-08
261,NovaSaaS Cliente 00261,61346895000110,Medium,PR,4,32,2025-03-11
262,NovaSaaS Cliente 00262,74162452000187,Micro,SP,2,24,2025-05-12
263,NovaSaaS Cliente 00263,13509517000117,Small,SP,3,32,2025-10-04
264,NovaSaaS Cliente 00264,22270664000164,Small,CE,2,36,2025-12-04
265,NovaSaaS Cliente 00265,78502609000183,Large,PE,3,38,2024-03-01
266,NovaSaaS Cliente 00266,80306412000161,Small,GO,1,39,2025-04-27
267,NovaSaaS Cliente 00267,73206444000134,Small,RJ,3,27,2024-03-02
268,NovaSaaS Cliente 00268,77088703000126,Medium,CE,3,22,2024-11-01
269,NovaSaaS Cliente 00269,96709606000113,Micro,MG,1,26,2025-06-25
270,NovaSaaS Cliente 00270,94979679000150,Micro,SP,3,30,2025-01-31
271,NovaSaaS Cliente 00271,24382867000138,Small,MG,2,35,2025-08-13
272,NovaSaaS Cliente 00272,87602410000111,Small,PR,3,25,2025-10-29
273,NovaSaaS Cliente 00273,27249858000166,Micro,MG,3,24,2025-12-12
274,NovaSaaS Cliente 00274,82377931000148,Small,PE,2,17,2025-05-06
275,NovaSaaS Cliente 00275,17878053000123,Small,RJ,5,33,2025-05-07
276,NovaSaaS Cliente 00276,90130553000129,Small,GO,2,15,2025-08-10
277,NovaSaaS Cliente 00277,62078467000193,Small,SP,2,14,2024-06-19
278,NovaSaaS Cliente 00278,43804361000115,Medium,BA,2,25,2024-08-08
279,NovaSaaS Cliente 00279,83171430000180,Small,GO,3,26,2024-09-06
280,NovaSaaS Cliente 00280,68596109000190,Large,PR,5,14,2025-06-28
281,NovaSaaS Cliente 00281,79820318000171,Large,CE,4,1,2024-09-13
282,NovaSaaS Cliente 00282,40012346000115,Small,RS,1,30,2024-04-11
283,NovaSaaS Cliente 00283,75333702000185,Small,SP,3,4,2025-08-06
284,NovaSaaS Cliente 00284,72557958000168,Small,RS,1,6,2025-07-02
285,NovaSaaS Cliente 00285,74648637000134,Large,RS,4,5,2025-03-10
286,NovaSaaS Cliente 00286,20524385000166,Medium,SP,6,29,2025-10-06
287,NovaSaaS Cliente 00287,94878016000122,Medium,MG,3,31,2025-08-01
288,NovaSaaS Cliente 00288,16408671000172,Small,SP,2,21,2025-10-20
289,NovaSaaS Cliente 00289,48038254000190,Medium,SP,1,4,2024-07-08
290,NovaSaaS Cliente 00290,52465585000156,Small,DF,2,4,2024-03-26
291,NovaSaaS Cliente 00291,15562545000194,Medium,GO,3,23,2024-09-06
292,NovaSaaS Cliente 00292,39782029000148,Micro,RS,5,34,2025-08-29
293,NovaSaaS Cliente 00293,66622610000186,Medium,RJ,3,29,2025-11-06
294,NovaSaaS Cliente 00294,81558799000178,Large,MG,6,22,2024-03-21
295,NovaSaaS Cliente 00295,19500129000117,Micro,SP,2,21,2025-09-17
296,NovaSaaS Cliente 00296,84814312000191,Small,RJ,1,30,2024-12-15
297,NovaSaaS Cliente 00297,66136409000191,Micro,PE,3,9,2025-08-20
298,NovaSaaS Cliente 00298,38579949000141,Medium,PR,1,5,2025-05-13
299,NovaSaaS Cliente 00299,25305721000180,Micro,MG,1,15,2024-02-13
300,NovaSaaS Cliente 00300,70246801000129,Large,SP,1,7,2024-12-19
301,NovaSaaS Cliente 00301,99930275000112,Micro,GO,3,11,2024-03-06
302,NovaSaaS Cliente 00302,79326196000128,Enterprise,SP,1,36,2024-09-05
303,NovaSaaS Cliente 00303,80558882000153,Medium,MG,6,20,2025-07-07
304,NovaSaaS Cliente 00304,31061930000115,Small,RJ,5,19,2025-05-14
305,NovaSaaS Cliente 00305,65914130000124,Medium,RJ,4,30,2025-05-30
306,NovaSaaS Cliente 00306,50478858000194,Medium,SC,2,12,2025-04-28
307,NovaSaaS Cliente 00307,89888700000153,Large,SC,1,29,2024-01-11
308,NovaSaaS Cliente 00308,75849638000183,Micro,SC,4,21,2025-03-02
309,NovaSaaS Cliente 00309,64587962000128,Small,SP,1,23,2024-12-20
310,NovaSaaS Cliente 00310,83029548000117,Micro,DF,2,15,2025-01-21
311,NovaSaaS Cliente 00311,57018220000179,Small,BA,1,38,2024-06-04
312,NovaSaaS Cliente 00312,61355143000141,Micro,CE,3,39,2025-05-30
313,NovaSaaS Cliente 00313,47467430000150,Small,SP,3,5,2025-03-20
314,NovaSaaS Cliente 00314,76963561000198,Small,GO,3,8,2024-10-21
315,NovaSaaS Cliente 00315,80072461000138,Small,BA,4,30,2024-02-11
316,NovaSaaS Cliente 00316,20008211000152,Small,PR,1,22,2024-02-20
317,NovaSaaS Cliente 00317,87219541000166,Medium,SP,1,31,2024-09-19
318,NovaSaaS Cliente 00318,38962839000117,Medium,SP,2,14,2025-01-27
319,NovaSaaS Cliente 00319,32700501000173,Small,PE,4,26,2025-12-29
320,NovaSaaS Cliente 00320,70299194000150,Small,RJ,1,7,2025-06-12
321,NovaSaaS Cliente 00321,40049778000125,Large,RS,5,39,2024-12-20
322,NovaSaaS Cliente 00322,97521721000148,Micro,BA,1,28,2024-08-06
323,NovaSaaS Cliente 00323,79049094000150,Micro,BA,1,26,2024-05-03
324,NovaSaaS Cliente 00324,61229237000167,Micro,MG,3,6,2024-04-12
325,NovaSaaS Cliente 00325,42024917000193,Medium,GO,1,36,2024-02-22
326,NovaSaaS Cliente 00326,51157791000178,Small,SP,2,11,2025-10-28
327,NovaSaaS Cliente 00327,92471720000144,Medium,PE,1,5,2024-01-12
328,NovaSaaS Cliente 00328,31060976000196,Medium,MG,2,20,2025-09-23
329,NovaSaaS Cliente 00329,80731071000180,Small,SP,2,39,2025-03-02
330,NovaSaaS Cliente 00330,95143966000112,Large,RJ,1,17,2025-03-28
331,NovaSaaS Cliente 00331,95025419000120,Medium,PE,2,1,2025-12-01
332,NovaSaaS Cliente 00332,23077222000129,Micro,SC,5,37,2025-07-29
333,NovaSaaS Cliente 00333,20197947000117,Small,SP,5,27,2024-04-17
334,NovaSaaS Cliente 00334,21264357000153,Small,SP,2,27,2025-12-09
335,NovaSaaS Cliente 00335,43525259000140,Micro,RS,6,23,2024-05-08
336,NovaSaaS Cliente 00336,25463653000196,Micro,SP,1,3,2025-02-20
337,NovaSaaS Cliente 00337,39921714000152,Large,SP,5,28,2025-04-13
338,NovaSaaS Cliente 00338,22800770000128,Small,BA,6,6,2024-06-27
339,NovaSaaS Cliente 00339,31089546000196,Small,RJ,3,9,2025-04-05
340,NovaSaaS Cliente 00340,25863818000155,Medium,SP,1,24,2025-04-11
341,NovaSaaS Cliente 00341,58977453000116,Small,MG,6,21,2025-12-17
342,NovaSaaS Cliente 00342,41586084000117,Large,SC,2,10,2025-10-30
